,ann_return,ann_vol,sharpe,sortino,cvar_95,max_dd,calmar
"A4 tuning run (NB-06, 2k steps)",0.09086079550967441,0.19436419773191427,0.4674770177324444,0.772324202989276,0.025215000719708662,-0.2536754102104813,0.3581773867411302
