Regime,N Days,Mean Return (daily),Std (daily),Sharpe (ann.),CVaR$_{0.95}$,Avg SELIC (%)
Rising,584,-0.00018555316396700006,0.01296485263207986,-0.2271961930164033,-0.027166428774338346,10.223030821917808
Stable,1047,0.00084738761233851,0.015319664044762987,0.8780780883080489,-0.032946746479119424,9.983285577841452
Falling,855,0.0006744196192160469,0.017271318766670065,0.6198762060458095,-0.039991333340326944,8.32719298245614
